name,positionX,positionY,positionZ,rotationX,rotationY,rotationZ
OldHousePrefab(Clone),132.7815,0.003,58.55097,0,180,0
OldHousePrefab(Clone),150.4695,1.694668,63.38295,0,0,0
OldHousePrefab(Clone),211.7557,0,73.08869,0,0,0
OldHousePrefab(Clone),237.2921,0,61.52185,0,0,0
OldHousePrefab(Clone),58.52191,1.166285,75.41811,0,270,0
OldHousePrefab(Clone),125,1.926387,75,0,180,0
OldHousePrefab(Clone),185.5635,0.7887663,104.4953,0,180,0
OldHousePrefab(Clone),87.77563,2.064906,88.46127,0,270,0
OldHousePrefab(Clone),114.3053,0.003,97.19039,0,270,0
OldHousePrefab(Clone),362.5457,0,135.7347,0,270,0
OldHousePrefab(Clone),163.1695,0.9004061,99.27082,0,180,0
OldHousePrefab(Clone),158.7115,0,123.1105,0,0,0
OldHousePrefab(Clone),68.00113,1.690804,125.4875,0,90,0
OldHousePrefab(Clone),130.5301,0.1704357,128.6722,0,270,0
OldHousePrefab(Clone),74.89356,2.224598,115.7731,0,90,0
OldHousePrefab(Clone),143.8492,0.9716516,110.7006,0,180,0
OldHousePrefab(Clone),124.3053,0,138.2193,0,0,0
OldHousePrefab(Clone),11.83087,0,149.2569,0,270,0
OldHousePrefab(Clone),37.5,0,150,0,270,0
OldHousePrefab(Clone),120.5099,0,151.4926,0,180,0
OldHousePrefab(Clone),136.8763,0,152.9344,0,270,0
OldHousePrefab(Clone),149.7581,0,149.0297,0,270,0
OldHousePrefab(Clone),212.8473,0.7890266,148.0304,0,90,0
OldHousePrefab(Clone),35.88197,0,163.6756,0,90,0
OldHousePrefab(Clone),47.12264,0.1011077,159.7214,0,90,0
OldHousePrefab(Clone),78.99026,0.3704075,162.779,0,180,0
OldHousePrefab(Clone),90.4708,0.1831166,162.9175,0,180,0
OldHousePrefab(Clone),18.7306,0.003,173.3207,0,90,0
OldHousePrefab(Clone),52.46265,0.1831166,171.848,0,0,0
OldHousePrefab(Clone),87.77834,0.1014099,173.0195,0,90,0
OldHousePrefab(Clone),175.279,0.3803638,115.5343,0,90,0
OldHousePrefab(Clone),61.97008,0.542969,188.3481,0,0,0
OldHousePrefab(Clone),87.5,0.2160777,187.5,0,270,0
OldHousePrefab(Clone),190.1765,0.1768393,184.5274,0,90,0
OldHousePrefab(Clone),197.4288,0.463913,184.4358,0,90,0
OldHousePrefab(Clone),209.5891,1.607059,188.2258,0,270,0
OldHousePrefab(Clone),38.39879,0.3021017,200.4384,0,90,0
OldHousePrefab(Clone),48.87618,1.248797,202.7816,0,270,0
OldHousePrefab(Clone),62.5,1.464933,200,0,270,0
OldHousePrefab(Clone),112.5,0.1611424,200,0,270,0
OldHousePrefab(Clone),138.5598,0.07324666,201.6961,0,90,0
OldHousePrefab(Clone),162.5,0.1281817,200,0,180,0
OldHousePrefab(Clone),10.55941,0,212.9838,0,180,0
OldHousePrefab(Clone),100,0.1171948,212.5,0,180,0
OldHousePrefab(Clone),172.1809,0.3649128,213.5261,0,90,0
OldHousePrefab(Clone),62.5,1.047427,225,0,90,0
OldHousePrefab(Clone),112.5,0.3735579,225,0,90,0
OldHousePrefab(Clone),150.1537,0.09155832,228.5956,0,180,0
OldHousePrefab(Clone),186.979,1.568988,222.0456,0,270,0
OldHousePrefab(Clone),184.8512,1.056868,238.9084,0,0,0
OldHousePrefab(Clone),99.16835,0.804179,245.21,0,0,0
Pub,54.98231,1.83,107.27,0,270,0
BigHouse(Clone),206.3793,0.706618,103.9639,0,180,0
BigHouse(Clone),218.1904,0.2224151,103.378,0,180,0
BigHouse(Clone),181.9593,0,61.52521,0,0,0
Tree 2(Clone),100,0,25,0,0,0
Tree(Clone),126.705,0.4946002,49.07473,0,0,0
Tree 2(Clone),161.0065,0.7344649,63.40358,0,0,0
Farm Tree Variant(Clone),175,0,50,0,0,0
Tree(Clone),200,0,50,0,0,0
Tree(Clone),225,0,50,0,0,0
Tree 2(Clone),25,0.4138437,75,0,0,0
Farm Tree Variant(Clone),175,0,75,0,0,0
Tree 2(Clone),225,0.09155832,75,0,0,0
Farm Tree Variant(Clone),25,0.05493499,100,0,0,0
Tree 2(Clone),106.8175,3.222954,97.19446,0,0,0
Farm Tree Variant(Clone),124.6819,0.4562292,127.4831,0,0,0
Tree 2(Clone),134.2678,0,137.9196,0,0,0
Farm Tree Variant(Clone),172.5294,0.7079234,102.2203,0,0,0
Tree 2(Clone),50,0.1135325,150,0,0,0
Tree 2(Clone),175,0.3039738,150,0,0,0
Farm Tree Variant(Clone),200,1.138985,150,0,0,0
Farm Tree Variant(Clone),75,0.2600259,175,0,0,0
Tree(Clone),100,0.2966492,175,0,0,0
Farm Tree Variant(Clone),123.3087,0.003,167.9682,0,0,0
Tree 2(Clone),200,0.4175057,175,0,0,0
Farm Tree Variant(Clone),225,0.3369345,175,0,0,0
Tree(Clone),25,0,200,0,0,0
Farm Tree Variant(Clone),100,0.1464933,200,0,0,0
Tree(Clone),225,2.35488,200,0,0,0
Tree(Clone),25,0,225,0,0,0
Tree(Clone),75,0.8350114,225,0,0,0
Tree 2(Clone),100,0.7178172,225,0,0,0
Tree 2(Clone),200,2.505036,225,0,0,0
Tree(Clone),151.3099,0,127.654,0,0,0
Tree(Clone),100.1621,0.003,144.0008,0,0,0
Tree(Clone),100.8976,0.3563158,152.6082,0,0,0
Tree(Clone),80.67822,1.522579,140.4409,0,0,0
Tree(Clone),64.21707,0.8091372,141.6929,0,0,0
Tree(Clone),66.67542,0.003,152.1748,0,0,0
Tree(Clone),74.51773,0.003,165.9434,0,0,0
Tree(Clone),52.74383,0.2088652,186.8667,0,0,0
Tree(Clone),44.3341,0,172.0145,0,0,0
Tree(Clone),22.86257,0,180.9615,0,0,0
Tree 2(Clone),36.99781,0,186.6881,0,0,0
Tree 2(Clone),15.5263,0,161.0991,0,0,0
Farm Tree Variant(Clone),90.09537,1.798921,131.9598,0,0,0
Farm Tree Variant(Clone),71.79441,1.130414,88.32198,0,0,0
Farm Tree Variant(Clone),85.4478,0.8614026,68.6157,0,0,0
Farm Tree Variant(Clone),73.48331,0.3112983,67.20815,0,0,0
Farm Tree Variant(Clone),60.81527,0.552049,56.93301,0,0,0
Farm Tree Variant(Clone),60.67438,0.05493499,44.40542,0,0,0
Tree(Clone),46.53637,1.190258,70.98911,0,0,0
Tree(Clone),112.5613,2.129486,73.67328,0,0,0
Tree 2(Clone),130.9917,0.10987,182.3777,0,0,0
Farm Tree Variant(Clone),144.0205,0.05493499,187.405,0,0,0
Farm Tree Variant(Clone),173.8498,0.01831166,197.4287,0,0,0
Farm Tree Variant(Clone),174.4134,0,184.9005,0,0,0
Farm Tree Variant(Clone),164.2682,0,141.9126,0,0,0
Farm Tree Variant(Clone),131.2015,0.003,218.7313,0,0,0
Tree(Clone),215.6966,0.2593522,84.91694,0,0,0
Tree(Clone),202.7258,0.2639036,85.5052,0,0,0
Tree(Clone),190.9312,0.425393,92.57899,0,0,0
Farm Tree Variant(Clone),185.7629,0,85.99578,0,0,0
Farm Tree Variant(Clone),183.4173,0,41.62092,0,0,0
Farm Tree Variant(Clone),205.1956,0,17.71586,0,0,0
HedgeLongRound(Clone),74.89356,2.248331,124.2184,270,0,0
HedgeLongRound(Clone),58.14329,1.0987,125.3446,270,0,0
HedgeLongRound(Clone),82.07202,2.22172,128.582,270,0,0
HedgeLongRound(Clone),86.15402,2.307641,125.7669,270,0,0
HedgeLongRound(Clone),92.62894,2.147497,126.47,270,0,0
HedgeLongRound(Clone),104.1712,1.305892,128.1598,270,0,0
HedgeLongRound(Clone),99.66673,1.834297,125.7669,270,0,0
Rock(Clone),130.5284,0.10987,173.1356,0,0,0
Rock(Clone),132.7848,0.09155832,174.4688,0,0,0
Rock(Clone),133.0932,0.08103281,172.1094,0,0,0
Rock(Clone),135.1449,0.05493499,173.5463,0,0,0
Rock(Clone),135.2473,0.05493499,171.2892,0,0,0
HedgeLongRound(Clone),173.4607,0.2658315,87.68794,270,0,0
HedgeLongRound(Clone),161.075,1.139662,90.08081,0,90,270
HedgeLongRound(Clone),182.3736,0.2016395,90.82594,270,0,0
HedgeLongRound(Clone),113.9568,0.384545,231.5474,270,0,0
HedgeLongRound(Clone),116.4901,0.2793867,234.3616,270,0,0
HedgeLongRound(Clone),111.8456,0.5277524,235.6891,0,90,270
Well(Clone),117.0068,0.3112983,187.4714,0,0,0
Well(Clone),123.8405,2.086797,104.1966,0,0,0
Well(Clone),40.99322,1.352857,84.97916,0,0,0
Well(Clone),94.37381,1.29111,66.19057,0,0,0
Well(Clone),83.69716,0.1775239,52.09696,0,0,0
Well(Clone),211.8116,2.268205,199.0002,0,0,0
storagetent(Clone),47.04629,1.010535,117.1173,0,0,0
storagetent(Clone),46.67325,1.408835,110.3902,0,0,0
storagetent(Clone),46.67325,1.60704,103.6632,0,0,0
storagetent(Clone),105.454,0.3112983,187.7861,0,0,0
storagetent(Clone),105.1963,0.2463245,193.9815,0,0,0
storagetent(Clone),99.43034,0.2563633,190.9696,0,0,0
storagetent(Clone),141.3813,0,246.0618,0,0,0
storagetent(Clone),141.8889,0,240.8447,0,0,0
Well(Clone),113.9568,0.3521849,242.5798,0,90,0
Well(Clone),59.89218,0.5059268,231.1384,0,0,0
Well(Clone),150.2084,1.921682,88.67241,0,90,0
HedgeSmall(Clone),226.4711,0.164805,107.5561,0,0,0
HedgeLongRound(Clone),200.6505,0.8057132,105.5488,270,0,0
HedgeLongRound(Clone),211.6986,0.5601509,106.0296,270,0,0
HedgeLongRound(Clone),168.9432,0.6511767,94.01964,0,90,270
HedgeLongRound(Clone),173.7483,0.5504717,93.77991,270,0,0
Wide Wall(Clone),126.2019,0,39.00804,0,0,0
Wide Wall(Clone),151.1662,0.233936,38.95275,0,0,0
Wide Wall(Clone),163.9342,0.5286293,51.20537,0,90,0
Wide Wall(Clone),175.7317,0,63.89854,0,0,0
Wide Wall(Clone),186.2807,0,51.25734,0,90,0
Wide Wall(Clone),206.2826,0,50.62113,0,90,0
Wide Wall(Clone),218.6224,0.03662333,63.51955,0,0,0
Wide Wall(Clone),230.8983,0.05493499,76.2589,0,90,0
Wide Wall(Clone),230.9067,0.1483805,100.8814,0,90,0
Wide Wall(Clone),218.7179,0.294192,113.4378,0,0,0
Wide Wall(Clone),193.5033,1.274154,113.3416,0,0,0
Wide Wall(Clone),180.5045,0.6655548,100.9943,0,90,0
Wide Wall(Clone),101.9061,0.003,143.283,0,90,0
Wide Wall(Clone),107.1258,0.3662333,170.6229,0,90,0
Wide Wall(Clone),124.7683,0.1281817,176.0414,0,0,0
Wide Wall(Clone),137.7868,0.0331938,170.1939,0,90,0
Wide Wall(Clone),150.2585,0.10987,182.2699,0,180,0
Wide Wall(Clone),111.7297,2.985881,90.01611,0,0,0
Wide Wall(Clone),98.98325,3.0523,102.4274,0,90,0
Wide Wall(Clone),62.99121,1.699647,120.4773,0,0,0
Wide Wall(Clone),37.941,0.2869236,120.4773,0,0,0
Wide Wall(Clone),46.61958,0.03662333,36.64585,0,0,0
Wide Wall(Clone),78.45026,0.03662333,38.69157,0,90,0
Wide Wall(Clone),78.43909,0.3518385,63.30198,0,90,0
Wide Wall(Clone),66.12453,0.01831166,26.04059,0,0,0
Wide Wall(Clone),50.83108,1.769648,107.6848,0,90,0
Wide Wall(Clone),59.6841,1.836894,94.94833,0,0,0
Wide Wall(Clone),47.49469,1.634666,82.47416,0,90,0
Wide Wall(Clone),107.9343,0.4381253,249.5478,0,180,0
Wide Wall(Clone),132.5478,0,249.6678,0,0,0
Wide Wall(Clone),144.845,0,236.9914,0,90,0
Wide Wall(Clone),147.9293,0.1281817,220.986,0,0,0
Wide Wall(Clone),144.1336,0.1281817,208.7418,0,90,0
Wide Wall(Clone),172.0794,0.2055284,209.6614,0,0,0
Wide Wall(Clone),34.46087,0.9916084,67.83821,0,180,0
Wide Wall(Clone),22.07408,0.2012819,63.47461,0,90,0
Wall 1(Clone),81.69984,1.74,18.82101,2.668043E-07,8.815713,5.325705
Wall 1(Clone),143.9001,3.373653,55.29513,0,153.8587,3.259958
Wall 1(Clone),186.0941,2.441541,219.3844,8.004128E-08,183.53,358.5561
Wall 1(Clone),56.35,1.89748,231.23,-1.067217E-07,274.3987,356.4347
Wall 1(Clone),36.99356,0.83,23.07172,-8.537737E-07,100.0058,357.2853
Wall 1(Clone),181.395,0.01831166,20.41704,-1.334021E-07,335.4518,358.3113
Wall 1(Clone),185.5009,0.8483117,19.58082,-2.668043E-08,155.4518,358.4556
Wall 1(Clone),156.504,0.83,155.0188,0,92.67589,352.4693
Wall 1(Clone),84.74553,1.013117,169.3483,5.069281E-07,356.1234,353.5733
Floor,97.53481,3.039988,103.9794,0,0,0
Floor,97.53481,2.981339,105.9794,0,0,0
Floor,97.53481,2.761524,107.9794,0,0,0
Floor,95.53481,2.608917,107.9794,0,0,0
Floor,93.53481,2.485869,107.9794,0,0,0
Floor,99.53481,3.01754,107.9794,0,0,0
Floor,93.53481,2.273083,109.9794,0,0,0
Floor,95.53481,2.389299,109.9794,0,0,0
Floor,99.53481,2.974015,105.9794,0,0,0
Floor,95.53481,2.981067,105.9794,0,0,0
Floor,93.53481,2.730511,105.9794,0,0,0
Floor,91.53481,2.56086,105.9794,0,0,0
Floor,91.53481,2.374227,107.9794,0,0,0
Floor,91.53481,2.339788,109.9794,0,0,0
Floor,89.53481,2.265915,109.9794,0,0,0
Floor,87.53481,2.239242,109.9794,0,0,0
Floor,85.53481,2.193295,109.9794,0,0,0
Floor,83.53481,2.177001,109.9794,0,0,0
Floor,83.53481,2.181327,107.9794,0,0,0
Floor,83.53481,2.192989,111.9794,0,0,0
Floor,85.53481,2.035446,111.9794,0,0,0
Floor,95.53481,2.972428,103.9794,0,0,0
Floor,93.53481,2.918319,103.9794,0,0,0
Floor,91.53481,2.808157,103.9794,0,0,0
Floor,99.53481,3.074776,103.9794,0,0,0
Floor,99.53481,3.136776,101.9794,0,0,0
Floor,101.5348,3.32165,101.9794,0,0,0
Floor,99.53481,2.751008,109.9794,0,0,0
Floor,97.53481,2.559821,109.9794,0,0,0
Floor,99.53481,2.705244,111.9794,0,0,0
Floor,101.5348,2.846603,111.9794,0,0,0
Floor,101.5348,2.584273,113.9794,0,0,0
Floor,99.53481,2.523549,113.9794,0,0,0
Floor,97.53481,2.410269,113.9794,0,0,0
Floor,95.53481,2.264417,113.9794,0,0,0
Floor,93.53481,2.239212,113.9794,0,0,0
Floor,93.53481,2.242376,111.9794,0,0,0
Floor,95.53481,2.288127,111.9794,0,0,0
Floor,81.53481,2.230145,107.9794,0,0,0
Floor,83.53481,2.188051,105.9794,0,0,0
Floor,83.53481,2.200938,103.9794,0,0,0
Floor,83.53481,2.14562,113.9794,0,0,0
Floor,85.53481,2.16569,113.9794,0,0,0
Floor,103.5348,2.821656,111.9794,0,0,0
Floor,83.53481,2.243905,115.9794,0,0,0
Floor,85.53481,2.334512,115.9794,0,0,0
Floor,87.53481,2.344145,115.9794,0,0,0
Floor,81.53481,2.292025,115.9794,0,0,0
Floor,87.53481,2.446646,117.9794,0,0,0
Floor,85.53481,2.310731,117.9794,0,0,0
Floor,83.53481,2.385232,117.9794,0,0,0
Floor,81.53481,2.454015,117.9794,0,0,0
Floor,87.53481,2.391099,119.9794,0,0,0
Floor,85.53481,2.430537,119.9794,0,0,0
Floor,79.53481,2.405607,117.9794,0,0,0
Floor,77.53481,2.3365,117.9794,0,0,0
Floor,81.53481,2.144855,103.9794,0,0,0
Floor,81.53481,2.177809,105.9794,0,0,0
Floor,77.53481,2.368757,119.9794,0,0,0
Floor,79.53481,2.418429,119.9794,0,0,0
Floor,89.53481,2.323019,119.9794,0,0,0
Floor,91.53481,2.28921,119.9794,0,0,0
Floor,93.53481,2.17136,119.9794,0,0,0
Floor,95.53481,2.187841,119.9794,0,0,0
Floor,95.53481,2.12503,121.9794,0,0,0
Floor,95.53481,2.131742,123.9794,0,0,0
Floor,95.53481,2.105877,125.9794,0,0,0
Floor,95.53481,2.023517,127.9794,0,0,0
Floor,93.53481,2.07754,127.9794,0,0,0
Floor,93.53481,2.1425,125.9794,0,0,0
Floor,91.53481,2.224447,111.9794,0,0,0
Floor,77.53481,2.402488,121.9794,0,0,0
Floor,77.53481,2.448543,123.9794,0,0,0
Floor,75.53481,2.296361,123.9794,0,0,0
Floor,77.53481,2.344037,125.9794,0,0,0
Floor,77.53481,2.202721,127.9794,0,0,0
Floor,77.53481,2.02157,129.9794,0,0,0
Floor,79.53481,2.052912,129.9794,0,0,0
Floor,81.53481,2.065846,129.9794,0,0,0
Floor,81.53481,1.846821,131.9794,0,0,0
Floor,81.53481,1.663192,133.9794,0,0,0
Floor,79.53481,1.65224,133.9794,0,0,0
Floor,77.53481,1.623274,133.9794,0,0,0
Floor,75.53481,1.575055,133.9794,0,0,0
Floor,73.53481,1.563882,133.9794,0,0,0
Floor,73.53481,1.61727,131.9794,0,0,0
Floor,71.53481,1.514858,131.9794,0,0,0
Floor,71.53481,1.556743,133.9794,0,0,0
Floor,69.53481,1.472643,133.9794,0,0,0
Floor,83.53481,1.677786,133.9794,0,0,0
Floor,83.53481,1.508319,135.9794,0,0,0
Floor,85.53481,1.496424,135.9794,0,0,0
Floor,87.53481,1.44739,135.9794,0,0,0
Floor,87.53481,1.315693,137.9794,0,0,0
Floor,87.53481,1.234578,139.9794,0,0,0
Floor,85.53481,1.315482,139.9794,0,0,0
Floor,83.53481,1.413861,139.9794,0,0,0
Floor,81.53481,1.489395,139.9794,0,0,0
Floor,87.53481,1.596466,133.9794,0,0,0
Floor,85.53481,1.667437,133.9794,0,0,0
Floor,87.53481,1.865654,131.9794,0,0,0
Floor,85.53481,1.86266,131.9794,0,0,0
Floor,89.53481,1.825516,131.9794,0,0,0
Floor,89.53481,1.95359,129.9794,0,0,0
Floor,91.53481,1.932999,129.9794,0,0,0
Floor,91.53481,2.10577,127.9794,0,0,0
Floor,89.53481,2.138986,127.9794,0,0,0
Floor,87.53481,2.106093,127.9794,0,0,0
Floor,87.53481,2.284026,125.9794,0,0,0
Floor,77.53481,2.275668,115.9794,0,0,0
Floor,79.53481,2.340017,115.9794,0,0,0
Floor,87.53481,2.202619,113.9794,0,0,0
Floor,89.53481,2.21367,113.9794,0,0,0
Floor,103.5348,2.578022,113.9794,0,0,0
Floor,103.5348,2.403707,115.9794,0,0,0
Floor,103.5348,2.21324,117.9794,0,0,0
Floor,101.5348,2.185298,117.9794,0,0,0
Floor,105.5348,2.122418,117.9794,0,0,0
Floor,107.5348,1.983518,117.9794,0,0,0
Floor,109.5348,1.886685,117.9794,0,0,0
Floor,109.5348,1.749364,119.9794,0,0,0
Floor,111.5348,1.593591,119.9794,0,0,0
Floor,113.5348,1.506267,119.9794,0,0,0
Floor,115.5348,1.299444,119.9794,0,0,0
Floor,115.5348,1.440647,117.9794,0,0,0
Floor,115.5348,1.7206,115.9794,0,0,0
Floor,115.5348,1.932589,113.9794,0,0,0
Floor,115.5348,1.138169,121.9794,0,0,0
Floor,117.5348,1.049303,121.9794,0,0,0
Floor,117.5348,1.200841,119.9794,0,0,0
Floor,119.5348,1.03931,119.9794,0,0,0
Floor,109.5348,1.536178,121.9794,0,0,0
Floor,109.5348,1.265738,123.9794,0,0,0
Floor,111.5348,1.142183,123.9794,0,0,0
Floor,109.5348,1.013395,125.9794,0,0,0
Floor,111.5348,0.9262875,125.9794,0,0,0
Floor,107.5348,1.190294,125.9794,0,0,0
Floor,107.5348,1.370106,123.9794,0,0,0
Floor,105.5348,1.587584,123.9794,0,0,0
Floor,103.5348,1.72104,123.9794,0,0,0
Floor,91.53481,2.891693,101.9794,0,0,0
Floor,93.53481,3.024856,101.9794,0,0,0
Floor,91.53481,2.867099,99.97944,0,0,0
Floor,91.53481,2.804229,97.97944,0,0,0
Floor,91.53481,2.762089,95.97944,0,0,0
Floor,89.53481,2.450343,95.97944,0,0,0
Floor,89.53481,2.626079,97.97944,0,0,0
Floor,87.53481,2.372392,97.97944,0,0,0
Floor,85.53481,2.194898,97.97944,0,0,0
Floor,93.53481,2.9646,97.97944,0,0,0
Floor,93.53481,3.02372,99.97944,0,0,0
Floor,95.53481,3.151788,99.97944,0,0,0
Floor,95.53481,3.089572,101.9794,0,0,0
Floor,97.53481,1.834013,127.9794,0,0,0
Floor,99.53481,1.683059,127.9794,0,0,0
Floor,99.53481,1.545873,129.9794,0,0,0
Floor,97.53481,1.69692,129.9794,0,0,0
Floor,95.53481,1.810108,129.9794,0,0,0
Floor,77.53481,1.75279,131.9794,0,0,0
Floor,75.53481,1.710388,131.9794,0,0,0
Floor,71.53481,1.643144,129.9794,0,0,0
Floor,73.53481,1.750912,129.9794,0,0,0
Floor,101.5348,1.428756,129.9794,0,0,0
Floor,103.5348,1.228599,129.9794,0,0,0
Floor,71.53481,1.53875,135.9794,0,0,0
Floor,73.53481,1.568234,135.9794,0,0,0
Floor,75.53481,1.552391,135.9794,0,0,0
Floor,87.53481,1.286303,141.9794,0,0,0
Floor,85.53481,1.356647,141.9794,0,0,0
Floor,85.53481,2.056631,129.9794,0,0,0
Floor,87.53481,1.997567,129.9794,0,0,0
Floor,103.5348,1.387915,127.9794,0,0,0
Floor,103.5348,2.996091,109.9794,0,0,0
Floor,103.5348,3.139024,107.9794,0,0,0
Floor,103.5348,3.224422,105.9794,0,0,0
Floor,101.5348,3.17941,105.9794,0,0,0
Floor,93.53481,1.879929,129.9794,0,0,0
Floor,89.53481,1.417799,135.9794,0,0,0
Floor,69.53481,1.472643,135.9794,0,0,0
Floor,67.53481,1.357818,135.9794,0,0,0
Floor,89.53481,1.608572,133.9794,0,0,0
Floor,83.53481,2.45918,119.9794,0,0,0
Floor,81.53481,2.46716,119.9794,0,0,0
Floor,77.53481,1.547328,135.9794,0,0,0
Floor,77.53481,1.57122,137.9794,0,0,0
Floor,79.53481,1.517526,137.9794,0,0,0
Floor,87.53481,1.265937,143.9794,0,0,0
Floor,89.53481,1.1061,143.9794,0,0,0
Floor,91.53481,1.091812,143.9794,0,0,0
Floor,87.53481,1.160104,145.9794,0,0,0
Floor,89.53481,1.083139,145.9794,0,0,0
Floor,91.53481,1.036157,145.9794,0,0,0
Floor,93.53481,0.9509117,145.9794,0,0,0
Floor,93.53481,0.8289467,147.9794,0,0,0
Floor,95.53481,0.7693413,147.9794,0,0,0
Floor,97.53481,0.713273,147.9794,0,0,0
Floor,97.53481,0.8380335,145.9794,0,0,0
Floor,95.53481,0.897523,145.9794,0,0,0
Floor,87.53481,0.990649,147.9794,0,0,0
Floor,85.53481,1.005317,147.9794,0,0,0
Floor,85.53481,0.8917413,149.9794,0,0,0
Floor,83.53481,0.8931932,149.9794,0,0,0
Floor,81.53481,0.9254739,149.9794,0,0,0
Floor,81.53481,0.7966669,151.9794,0,0,0
Floor,79.53481,0.8015527,151.9794,0,0,0
Floor,77.53481,0.783547,151.9794,0,0,0
Floor,83.53481,0.7568465,151.9794,0,0,0
Floor,81.53481,1.059755,147.9794,0,0,0
Floor,83.53481,2.109911,129.9794,0,0,0
Floor,105.5348,1.135584,129.9794,0,0,0
Floor,105.5348,1.256936,127.9794,0,0,0
Floor,101.5348,2.413417,115.9794,0,0,0
Floor,87.53481,2.246623,95.97944,0,0,0
Floor,85.53481,2.083041,95.97944,0,0,0
Floor,91.53481,1.723715,131.9794,0,0,0
